codigo_filme;titulo;diretor;ano;genero;duracao;orcamento;faturamento;nota;elenco_principal
273;Gladiator ;Ridley Scott;2000;Drama;159;103000000;187670866;8,5;Leonardo DiCaprio
274;Minority Report ;Steven Spielberg;2002;Drama;57;102000000;132014112;7,7;Robert De Niro
275;Harry Potter and the Chamber of Secrets ;Chris Columbus;2002;Aventura;96;100000000;261970615;7,4;Leonardo DiCaprio
276;Casino Royale ;Martin Campbell;2006;Crime;53;150000000;167007184;8,0;Meryl Streep
277;Planet of the Apes ;Tim Burton;2001;História;80;100000000;180011740;5,7;Robert De Niro
278;Terminator 2: Judgment Day ;James Cameron;1991;Terror;119;102000000;204843350;8,5;Tom Hanks
279;Public Enemies ;Michael Mann;2009;Drama;56;100000000;97030725;7,0;Cate Blanchett
280;American Gangster ;Ridley Scott;2007;Romance;125;100000000;130127620;7,8;Viola Davis
281;True Lies ;James Cameron;1994;Crime;77;115000000;146282411;7,2;Tom Hanks
282;The Taking of Pelham 1 2 3 ;Tony Scott;2009;Drama;119;100000000;65452312;6,4;Leonardo DiCaprio
283;Little Fockers ;Paul Weitz;2010;Comédia;82;100000000;148383780;5,5;Natalie Portman
284;The Other Guys ;Adam McKay;2010;Ação;95;100000000;119219978;6,7;Meryl Streep
285;Eraser ;Chuck Russell;1996;Drama;109;100000000;101228120;6,1;Robert De Niro
286;Django Unchained ;Quentin Tarantino;2012;Comédia;91;100000000;162804648;8,5;Meryl Streep
287;The Hunchback of Notre Dame ;Gary Trousdale;1996;Drama;118;100000000;100117603;6,9;Robert De Niro
288;The Emperor's New Groove ;Mark Dindal;2000;Ação;119;100000000;89296573;7,3;Robert De Niro
289;The Expendables 2 ;Simon West;2012;Drama;99;92000000;85017401;6,7;Denzel Washington
290;National Treasure ;Jon Turteltaub;2004;Thriller;56;100000000;173005002;6,9;Robert De Niro
291;Eragon ;Stefen Fangmeier;2006;Ação;110;100000000;75030163;5,1;Denzel Washington
292;Where the Wild Things Are ;Spike Jonze;2009;Drama;62;100000000;77222184;6,8;Leonardo DiCaprio
293;Pan ;Joe Wright;2015;Drama;133;150000000;34964818;5,8;Robert De Niro
294;Epic ;Chris Wedge;2013;Mistério;112;100000000;107515297;6,7;Leonardo DiCaprio
295;The Tourist ;Florian Henckel von Donnersmarck;2010;Crime;126;100000000;67631157;6,0;Robert De Niro
296;End of Days ;Peter Hyams;1999;Aventura;118;83000000;66862068;5,7;Tom Hanks
297;Blood Diamond ;Edward Zwick;2006;Guerra;105;100000000;57366262;8,0;Natalie Portman
298;The Wolf of Wall Street ;Martin Scorsese;2013;Drama;100;100000000;116866727;8,2;Leonardo DiCaprio
299;Batman Forever ;Joel Schumacher;1995;Drama;92;100000000;184031112;5,4;Viola Davis
300;Starship Troopers ;Paul Verhoeven;1997;Aventura;90;105000000;54700065;7,2;Robert De Niro
301;Cloud Atlas ;Tom Tykwer;2012;Aventura;86;102000000;27098580;7,5;Denzel Washington
302;Legend of the Guardians: The Owls of Ga'Hoole ;Zack Snyder;2010;Drama;140;80000000;55673333;7,0;Robert De Niro
303;Catwoman ;Pitof;2004;Aventura;89;100000000;40198710;3,3;Cate Blanchett
304;Hercules ;Brett Ratner;2014;Crime;109;100000000;72660029;6,0;Viola Davis
305;Treasure Planet ;Ron Clements;2002;Romance;116;140000000;38120554;7,1;Cate Blanchett
306;Land of the Lost ;Brad Silberling;2009;Terror;49;100000000;49392095;5,4;Tom Hanks
307;The Expendables 3 ;Patrick Hughes;2014;Drama;84;90000000;39292022;6,1;Robert De Niro
308;Point Break ;Ericson Core;2015;Drama;80;105000000;28772222;5,3;Viola Davis
309;Son of the Mask ;Lawrence Guterman;2005;Terror;112;84000000;17010646;2,2;Cate Blanchett
310;In the Heart of the Sea ;Ron Howard;2015;Terror;99;100000000;24985612;7,0;Denzel Washington
311;The Adventures of Pluto Nash ;Ron Underwood;2002;Comédia;99;100000000;4411102;3,8;Natalie Portman
312;Green Zone ;Paul Greengrass;2010;Terror;113;100000000;35024475;6,9;Robert De Niro
313;The Peanuts Movie ;Steve Martino;2015;Thriller;95;99000000;130174897;7,2;Meryl Streep
314;The Spanish Prisoner ;David Mamet;1997;Drama;95;10000000;10200000;7,3;Viola Davis
315;The Mummy Returns ;Stephen Sommers;2001;Comédia;121;98000000;202007640;6,3;Tom Hanks
316;Gangs of New York ;Martin Scorsese;2002;Aventura;65;100000000;77679638;7,5;Leonardo DiCaprio
317;The Flowers of War ;Yimou Zhang;2011;Documentário;115;94000000;9213;7,6;Tom Hanks
318;Surf's Up ;Ash Brannon;2007;Ação;82;100000000;58867694;6,8;Robert De Niro
319;The Stepford Wives ;Frank Oz;2004;Comédia;77;90000000;59475623;5,2;Leonardo DiCaprio
320;Black Hawk Down ;Ridley Scott;2001;Biografia;105;92000000;108638745;7,7;Viola Davis
321;The Campaign ;Jay Roach;2012;Biografia;133;95000000;86897182;6,2;Natalie Portman
322;The Fifth Element ;Luc Besson;1997;Ação;123;93000000;63540020;7,7;Denzel Washington
323;Sex and the City 2 ;Michael Patrick King;2010;Drama;80;100000000;95328937;4,3;Leonardo DiCaprio
324;The Road to El Dorado ;Bibo Bergeron;2000;Thriller;135;95000000;50802661;6,9;Leonardo DiCaprio
325;Ice Age: Continental Drift ;Steve Martino;2012;Drama;102;95000000;161317423;6,6;Robert De Niro
326;Cinderella ;Kenneth Branagh;2015;Drama;119;95000000;201148159;7,0;Meryl Streep
327;The Lovely Bones ;Peter Jackson;2009;Esporte;139;65000000;43982842;6,7;Cate Blanchett
328;Finding Nemo ;Andrew Stanton;2003;Drama;101;94000000;380838870;8,2;Robert De Niro
329;The Lord of the Rings: The Return of the King ;Peter Jackson;2003;Comédia;80;94000000;377019252;8,9;Leonardo DiCaprio
330;The Lord of the Rings: The Two Towers ;Peter Jackson;2002;Animação;121;94000000;340478898;8,7;Denzel Washington
331;Seventh Son ;Sergey Bodrov;2014;Romance;95;95000000;17176900;5,5;Cate Blanchett
332;Lara Croft: Tomb Raider ;Simon West;2001;Ação;55;115000000;131144183;5,7;Natalie Portman
333;Transcendence ;Wally Pfister;2014;Crime;115;100000000;23014504;6,3;Viola Davis
334;Jurassic Park III ;Joe Johnston;2001;Documentário;108;93000000;181166115;5,9;Denzel Washington
335;Rise of the Planet of the Apes ;Rupert Wyatt;2011;Ação;86;93000000;176740650;7,6;Cate Blanchett
336;The Spiderwick Chronicles ;Mark Waters;2008;Terror;124;90000000;71148699;6,6;Leonardo DiCaprio
337;A Good Day to Die Hard ;John Moore;2013;Thriller;69;92000000;67344392;5,3;Meryl Streep
338;The Alamo ;John Lee Hancock;2004;Romance;84;107000000;22406362;6,0;Meryl Streep
339;The Incredibles ;Brad Bird;2004;Romance;113;92000000;261437578;8,0;Natalie Portman
340;Cutthroat Island ;Renny Harlin;1995;História;79;98000000;11000000;5,6;Tom Hanks
341;Percy Jackson & the Olympians: The Lightning Thief ;Chris Columbus;2010;Comédia;100;95000000;88761720;5,9;Natalie Portman
342;Men in Black ;Barry Sonnenfeld;1997;Drama;66;90000000;250147615;7,3;Leonardo DiCaprio
343;Toy Story 2 ;John Lasseter;1999;Terror;135;90000000;245823397;7,9;Denzel Washington
344;Unstoppable ;Tony Scott;2010;Ação;150;100000000;81557479;6,8;Leonardo DiCaprio
345;Rush Hour 2 ;Brett Ratner;2001;Terror;131;90000000;226138454;6,6;Natalie Portman
346;What Lies Beneath ;Robert Zemeckis;2000;Comédia;141;100000000;155370362;6,6;Meryl Streep
347;Cloudy with a Chance of Meatballs ;Phil Lord;2009;Guerra;90;100000000;124870275;7,0;Tom Hanks
348;Ice Age: Dawn of the Dinosaurs ;Carlos Saldanha;2009;Comédia;140;90000000;196573705;7,0;Denzel Washington
349;The Secret Life of Walter Mitty ;Ben Stiller;2013;Ação;116;90000000;58229120;7,3;Robert De Niro
350;Charlie's Angels ;McG;2000;Romance;75;92000000;125305545;5,5;Viola Davis
351;The Departed ;Martin Scorsese;2006;Drama;97;90000000;132373442;8,5;Natalie Portman
352;Mulan ;Tony Bancroft;1998;Musical;146;90000000;120618403;7,5;Tom Hanks
353;Tropic Thunder ;Ben Stiller;2008;Terror;114;92000000;110416702;7,0;Meryl Streep
354;The Girl with the Dragon Tattoo ;David Fincher;2011;Drama;107;90000000;102515793;7,8;Viola Davis
355;Die Hard with a Vengeance ;John McTiernan;1995;Romance;132;90000000;100012500;7,6;Robert De Niro
356;Sherlock Holmes ;Guy Ritchie;2009;Guerra;72;90000000;209019489;7,6;Tom Hanks
357;Atlantis: The Lost Empire ;Gary Trousdale;2001;Romance;129;120000000;84037039;6,8;Tom Hanks
358;Alvin and the Chipmunks: The Road Chip ;Walt Becker;2015;Comédia;83;90000000;85884815;5,0;Meryl Streep
359;Valkyrie ;Bryan Singer;2008;Ação;60;75000000;83077470;7,1;Cate Blanchett
360;You Don't Mess with the Zohan ;Dennis Dugan;2008;Documentário;111;90000000;100018837;5,5;Meryl Streep
361;Pixels ;Chris Columbus;2015;Drama;137;88000000;78747585;5,6;Robert De Niro
362;A.I. Artificial Intelligence ;Steven Spielberg;2001;Ação;87;100000000;78616689;7,1;Denzel Washington
363;The Haunted Mansion ;Rob Minkoff;2003;Mistério;67;90000000;75817994;4,9;Natalie Portman
364;Contact ;Robert Zemeckis;1997;Ação;121;90000000;100853835;7,4;Cate Blanchett
365;Hollow Man ;Paul Verhoeven;2000;Comédia;83;95000000;73209340;5,7;Denzel Washington
366;The Interpreter ;Sydney Pollack;2005;Aventura;91;80000000;72515360;6,4;Denzel Washington
367;Percy Jackson: Sea of Monsters ;Thor Freudenthal;2013;Ação;120;90000000;68558662;5,9;Meryl Streep
368;Lara Croft Tomb Raider: The Cradle of Life ;Jan de Bont;2003;Drama;122;95000000;65653758;5,5;Denzel Washington
369;Now You See Me 2 ;Jon M. Chu;2016;Comédia;97;90000000;64685359;6,9;Leonardo DiCaprio
370;The Saint ;Phillip Noyce;1997;Terror;136;68000000;61355436;6,2;Robert De Niro
371;Spy Game ;Tony Scott;2001;Comédia;95;92000000;26871;7,0;Natalie Portman
372;Mission to Mars ;Brian De Palma;2000;Comédia;125;90000000;60874615;5,6;Viola Davis
373;Rio ;Carlos Saldanha;2011;Biografia;107;90000000;143618384;7,0;Denzel Washington
374;Bicentennial Man ;Chris Columbus;1999;Terror;135;100000000;58220776;6,8;Tom Hanks
375;Volcano ;Mick Jackson;1997;Ficção científica;129;90000000;47474112;5,4;Meryl Streep
376;The Devil's Own ;Alan J. Pakula;1997;Musical;109;86000000;42877165;6,1;Tom Hanks
377;K-19: The Widowmaker ;Kathryn Bigelow;2002;Aventura;98;100000000;35168677;6,7;Robert De Niro
378;Fantastic Four ;Josh Trank;2015;Ação;131;120000000;56114221;4,3;Natalie Portman
379;Conan the Barbarian ;John Milius;1982;Ação;100;20000000;37567440;6,9;Meryl Streep
380;Cinderella Man ;Ron Howard;2005;História;120;88000000;61644321;8,0;Cate Blanchett
381;The Nutcracker in 3D ;Andrey Konchalovskiy;2010;Ficção científica;65;90000000;190562;4,4;Viola Davis
382;Seabiscuit ;Gary Ross;2003;Crime;115;87000000;120147445;7,3;Tom Hanks
383;Twister ;Jan de Bont;1996;Comédia;83;92000000;241688385;6,3;Natalie Portman
384;The Fast and the Furious ;Rob Cohen;2001;Crime;125;38000000;144512310;6,7;Natalie Portman
385;Cast Away ;Robert Zemeckis;2000;Ficção científica;147;90000000;233630478;7,7;Denzel Washington
386;Happy Feet ;George Miller;2006;Animação;66;100000000;197992827;6,5;Natalie Portman
387;The Bourne Supremacy ;Paul Greengrass;2004;Ação;131;75000000;176049130;7,8;Meryl Streep
388;Air Force One ;Wolfgang Petersen;1997;Ação;99;85000000;172620724;6,4;Tom Hanks
389;Ocean's Eleven ;Steven Soderbergh;2001;Drama;73;85000000;183405771;7,8;Meryl Streep
390;The Three Musketeers ;Paul W.S. Anderson;2011;Ação;108;75000000;20315324;5,8;Meryl Streep
391;Hotel Transylvania ;Genndy Tartakovsky;2012;História;121;85000000;148313048;7,1;Tom Hanks
392;Enchanted ;Kevin Lima;2007;Ação;80;85000000;127706877;7,1;Robert De Niro
393;Safe House ;Daniel Espinosa;2012;Crime;101;85000000;126149655;6,8;Meryl Streep
394;102 Dalmatians ;Kevin Lima;2000;Aventura;129;85000000;66941559;4,8;Robert De Niro
395;Tower Heist ;Brett Ratner;2011;Drama;114;75000000;78009155;6,2;Robert De Niro
396;The Holiday ;Nancy Meyers;2006;Ação;109;85000000;63224849;6,9;Natalie Portman
397;Enemy of the State ;Tony Scott;1998;Ação;74;90000000;111544445;7,3;Meryl Streep
398;It's Complicated ;Nancy Meyers;2009;Drama;80;85000000;112703470;6,6;Denzel Washington
399;Ocean's Thirteen ;Steven Soderbergh;2007;Drama;116;85000000;117144465;6,9;Leonardo DiCaprio
400;Open Season ;Roger Allers;2006;Família;89;85000000;84303558;6,2;Leonardo DiCaprio
401;Divergent ;Neil Burger;2014;Guerra;47;85000000;150832203;6,7;Leonardo DiCaprio
402;Enemy at the Gates ;Jean-Jacques Annaud;2001;Drama;118;68000000;51396781;7,6;Robert De Niro
403;The Rundown ;Peter Berg;2003;Mistério;154;85000000;47592825;6,7;Meryl Streep
404;Last Action Hero ;John McTiernan;1993;Ficção científica;136;70000000;50016394;6,2;Leonardo DiCaprio
405;Memoirs of a Geisha ;Rob Marshall;2005;Comédia;95;85000000;57010853;7,3;Robert De Niro
406;The Fast and the Furious: Tokyo Drift ;Justin Lin;2006;Comédia;74;85000000;62494975;6,0;Tom Hanks
407;Arthur Christmas ;Sarah Smith;2011;Thriller;97;100000000;46440491;7,1;Denzel Washington
408;Meet Joe Black ;Martin Brest;1998;Drama;116;90000000;44606335;7,1;Meryl Streep
409;Collateral Damage ;Andrew Davis;2002;Comédia;103;85000000;40048332;5,5;Tom Hanks
410;Mirror Mirror ;Tarsem Singh;2012;Thriller;108;85000000;64933670;5,6;Tom Hanks
411;Scott Pilgrim vs. the World ;Edgar Wright;2010;Ação;126;60000000;31494270;7,5;Tom Hanks
412;The Core ;Jon Amiel;2003;Documentário;84;60000000;31111260;5,4;Leonardo DiCaprio
413;Nutty Professor II: The Klumps ;Peter Segal;2000;Ação;112;65000000;123307945;4,3;Leonardo DiCaprio
414;Scooby-Doo ;Raja Gosnell;2002;Terror;118;84000000;153288182;4,9;Tom Hanks
415;Dredd ;Pete Travis;2012;Ação;146;35000000;13401683;7,1;Robert De Niro
416;Click ;Frank Coraci;2006;Ação;32;70000000;137340146;6,4;Viola Davis
417;Cats & Dogs: The Revenge of Kitty Galore ;Brad Peyton;2010;Fantasia;95;85000000;43575716;4,3;Denzel Washington
418;Jumper ;Doug Liman;2008;Ação;37;85000000;80170146;6,1;Cate Blanchett
419;Hellboy II: The Golden Army ;Guillermo del Toro;2008;Terror;94;85000000;75754670;7,0;Tom Hanks
420;Zodiac ;David Fincher;2007;Drama;128;65000000;33048353;7,7;Cate Blanchett
421;The 6th Day ;Roger Spottiswoode;2000;Ficção científica;96;82000000;34543701;5,9;Robert De Niro
422;Bruce Almighty ;Tom Shadyac;2003;Romance;97;81000000;242589580;6,7;Robert De Niro
423;The Expendables ;Sylvester Stallone;2010;Ficção científica;124;80000000;102981571;6,5;Natalie Portman
424;Mission: Impossible ;Brian De Palma;1996;Ação;87;80000000;180965237;7,1;Robert De Niro
425;The Hunger Games ;Gary Ross;2012;Mistério;135;78000000;407999255;7,3;Denzel Washington
426;The Hangover Part II ;Todd Phillips;2011;Romance;138;80000000;254455986;6,5;Leonardo DiCaprio
427;Batman Returns ;Tim Burton;1992;Ação;108;80000000;162831698;7,0;Natalie Portman
428;Over the Hedge ;Tim Johnson;2006;Comédia;116;80000000;155019340;6,8;Natalie Portman
429;Lilo & Stitch ;Dean DeBlois;2002;Drama;155;80000000;145771527;7,2;Denzel Washington
430;Deep Impact ;Mimi Leder;1998;Biografia;121;75000000;140459099;6,1;Natalie Portman
431;RED 2 ;Dean Parisot;2013;Fantasia;102;84000000;53215979;6,7;Viola Davis
432;The Longest Yard ;Peter Segal;2005;Ficção científica;118;82000000;158115031;6,4;Robert De Niro
433;Alvin and the Chipmunks: Chipwrecked ;Mike Mitchell;2011;Ação;117;75000000;133103929;4,4;Meryl Streep
434;Grown Ups 2 ;Dennis Dugan;2013;Esporte;64;80000000;133668525;5,4;Viola Davis
435;Get Smart ;Peter Segal;2008;Ação;122;80000000;130313314;6,5;Tom Hanks
436;Something's Gotta Give ;Nancy Meyers;2003;Romance;134;80000000;124590960;6,7;Leonardo DiCaprio
437;Shutter Island ;Martin Scorsese;2010;Drama;135;80000000;127968405;8,1;Natalie Portman
438;Four Christmases ;Seth Gordon;2008;Terror;108;80000000;120136047;5,6;Denzel Washington
439;Robots ;Chris Wedge;2005;Drama;110;75000000;128200012;6,3;Cate Blanchett
440;Face/Off ;John Woo;1997;Drama;103;80000000;112225777;7,3;Robert De Niro
441;Bedtime Stories ;Adam Shankman;2008;Ação;109;80000000;109993847;6,1;Cate Blanchett
442;Road to Perdition ;Sam Mendes;2002;Ficção científica;121;80000000;104054514;7,7;Robert De Niro
443;Just Go with It ;Dennis Dugan;2011;Crime;71;80000000;103028109;6,4;Tom Hanks
444;Con Air ;Simon West;1997;Drama;154;75000000;101087161;6,8;Leonardo DiCaprio
445;Eagle Eye ;D.J. Caruso;2008;Biografia;114;80000000;101111837;6,6;Leonardo DiCaprio
446;Cold Mountain ;Anthony Minghella;2003;Thriller;112;79000000;95632614;7,2;Viola Davis
447;The Book of Eli ;Albert Hughes;2010;Crime;124;80000000;94822707;6,9;Meryl Streep
448;Flubber ;Les Mayfield;1997;Drama;65;80000000;92969824;5,2;Natalie Portman
449;The Haunting ;Jan de Bont;1999;Comédia;100;80000000;91188905;4,9;Cate Blanchett
450;Space Jam ;Joe Pytka;1996;Thriller;121;80000000;90443603;6,3;Meryl Streep
451;The Pink Panther ;Shawn Levy;2006;Terror;103;65000000;82226474;5,6;Tom Hanks
452;The Day the Earth Stood Still ;Scott Derrickson;2008;Comédia;102;80000000;79363785;5,5;Cate Blanchett
453;Conspiracy Theory ;Richard Donner;1997;Ação;89;75000000;76081498;6,7;Natalie Portman
454;Fury ;David Ayer;2014;Drama;124;68000000;85707116;7,6;Meryl Streep
455;Six Days Seven Nights ;Ivan Reitman;1998;Ação;93;70000000;74329966;5,7;Leonardo DiCaprio
456;Yogi Bear ;Eric Brevig;2010;Mistério;104;80000000;100169068;4,6;Viola Davis
457;Spirit: Stallion of the Cimarron ;Kelly Asbury;2002;Aventura;106;80000000;73215310;7,0;Meryl Streep
458;Zookeeper ;Frank Coraci;2011;Crime;50;80000000;80360866;5,2;Leonardo DiCaprio
459;Lost in Space ;Stephen Hopkins;1998;Drama;110;80000000;69102910;5,1;Cate Blanchett
460;The Manchurian Candidate ;Jonathan Demme;2004;Drama;101;80000000;65948711;6,6;Robert De Niro
461;Hotel Transylvania 2 ;Genndy Tartakovsky;2015;História;99;80000000;169692572;6,7;Cate Blanchett
462;Fantasia 2000 ;James Algar;1999;Comédia;76;80000000;60507228;7,3;Meryl Streep
463;The Time Machine ;Simon Wells;2002;Terror;90;80000000;56684819;5,9;Robert De Niro
464;Mighty Joe Young ;Ron Underwood;1998;Drama;53;90000000;50628009;5,6;Natalie Portman
465;Swordfish ;Dominic Sena;2001;Ficção científica;102;80000000;69772969;6,5;Viola Davis
466;The Legend of Zorro ;Martin Campbell;2005;Ação;74;75000000;45356386;5,9;Natalie Portman
467;What Dreams May Come ;Vincent Ward;1998;Ação;83;85000000;55350897;7,0;Denzel Washington
468;Little Nicky ;Steven Brill;2000;Thriller;144;80000000;39442871;5,3;Leonardo DiCaprio
469;The Brothers Grimm ;Terry Gilliam;2005;Ação;126;88000000;37899638;5,9;Natalie Portman
470;Mars Attacks! ;Tim Burton;1996;Aventura;74;70000000;37754208;6,3;Cate Blanchett
471;Surrogates ;Jonathan Mostow;2009;Drama;101;80000000;38542418;6,3;Natalie Portman
472;Thirteen Days ;Roger Donaldson;2000;Documentário;127;80000000;34566746;7,3;Viola Davis
473;Daylight ;Rob Cohen;1996;Comédia;107;80000000;32885565;5,8;Viola Davis
474;Walking with Dinosaurs 3D ;Barry Cook;2013;Crime;69;80000000;36073232;5,2;Viola Davis
475;Battlefield Earth ;Roger Christian;2000;Romance;109;44000000;21471685;2,4;Meryl Streep
476;Looney Tunes: Back in Action ;Joe Dante;2003;Comédia;89;80000000;20950820;5,7;Meryl Streep
477;Nine ;Rob Marshall;2009;Romance;79;80000000;19673424;5,8;Cate Blanchett
478;Timeline ;Richard Donner;2003;Drama;66;80000000;19480739;5,6;Viola Davis
479;The Postman ;Kevin Costner;1997;Ação;121;80000000;17593391;6,0;Denzel Washington
480;Babe: Pig in the City ;George Miller;1998;Thriller;118;80000000;18318000;5,8;Cate Blanchett
481;The Last Witch Hunter ;Breck Eisner;2015;Ação;110;90000000;27356090;6,0;Meryl Streep
482;Red Planet ;Antony Hoffman;2000;Aventura;82;70000000;17473245;5,7;Leonardo DiCaprio
483;Arthur and the Invisibles ;Luc Besson;2006;Ação;112;86000000;15131330;6,0;Robert De Niro
484;Oceans ;Jacques Perrin;2009;Thriller;114;40000000;19406406;7,8;Tom Hanks
485;A Sound of Thunder ;Peter Hyams;2005;Animação;107;52000000;1891821;4,2;Tom Hanks
