codigo,ator_principal,orcamento_elenco
3635,Tom Hanks,23320771
3636,Robert De Niro,28335876
3637,Leonardo DiCaprio,43080125
3638,Robert De Niro,32844334
3639,Cate Blanchett,32107849
3640,Leonardo DiCaprio,39379401
3641,Meryl Streep,22151341
3642,Leonardo DiCaprio,15958535
3643,Cate Blanchett,18763750
3644,Tom Hanks,44758649
3645,Robert De Niro,16399667
3646,Viola Davis,39893863
3647,Tom Hanks,27495423
3648,Tom Hanks,1287562
3649,Leonardo DiCaprio,16382750
3650,Robert De Niro,15884808
3651,Cate Blanchett,17037674
3652,Cate Blanchett,1151022
3653,Cate Blanchett,4205371
3654,Robert De Niro,19363314
3655,Leonardo DiCaprio,37678076
3656,Cate Blanchett,2096787
3657,Leonardo DiCaprio,43950991
3658,Tom Hanks,41281758
3659,Viola Davis,4435684
3660,Cate Blanchett,39934968
3661,Meryl Streep,36842173
3662,Viola Davis,38068202
3663,Tom Hanks,8776015
3664,Meryl Streep,27107127
3665,Leonardo DiCaprio,49702327
3666,Tom Hanks,12894154
3667,Leonardo DiCaprio,45030295
3668,Meryl Streep,1953707
3669,Viola Davis,29823289
3670,Robert De Niro,23063705
3671,Viola Davis,17481689
3672,Cate Blanchett,2388542
3673,Robert De Niro,9715929
3674,Viola Davis,18327053
3675,Meryl Streep,45121203
3676,Tom Hanks,46084464
3677,Tom Hanks,28888809
3678,Meryl Streep,29618534
3679,Meryl Streep,49933219
3680,Meryl Streep,25255131
3681,Robert De Niro,20379597
3682,Tom Hanks,37394448
3683,Viola Davis,37821336
3684,Viola Davis,5602981
3685,Robert De Niro,11440033
3686,Robert De Niro,1223352
3687,Meryl Streep,5427995
3688,Tom Hanks,13010505
3689,Robert De Niro,31285666
3690,Tom Hanks,9149636
3691,Leonardo DiCaprio,36875854
3692,Cate Blanchett,35277838
3693,Robert De Niro,33295595
3694,Viola Davis,42229404
3695,Tom Hanks,6588027
3696,Tom Hanks,7176035
3697,Tom Hanks,12837905
3698,Cate Blanchett,13703718
3699,Leonardo DiCaprio,17795732
3700,Viola Davis,2223229
3701,Leonardo DiCaprio,6799829
3702,Robert De Niro,11891240
3703,Meryl Streep,23958022
3704,Meryl Streep,36036645
3705,Viola Davis,36890439
3706,Meryl Streep,33124365
3707,Viola Davis,24580886
3708,Robert De Niro,23829145
3709,Cate Blanchett,30017977
3710,Robert De Niro,35387907
3711,Cate Blanchett,15251237
3712,Meryl Streep,13760326
3713,Leonardo DiCaprio,43781178
3714,Cate Blanchett,40349582
3715,Viola Davis,47798681
3716,Robert De Niro,16217015
3717,Viola Davis,34176956
3718,Leonardo DiCaprio,31726007
3719,Cate Blanchett,22623415
3720,Viola Davis,25754500
3721,Meryl Streep,3816198
3722,Robert De Niro,31394236
3723,Meryl Streep,1249761
3724,Leonardo DiCaprio,24851930
3725,Robert De Niro,45599224
3726,Tom Hanks,44534649
3727,Tom Hanks,28885993
3728,Viola Davis,1499142
3729,Tom Hanks,32103702
3730,Robert De Niro,9997930
3731,Robert De Niro,40906184
3732,Leonardo DiCaprio,38675740
3733,Robert De Niro,40787872
3734,Meryl Streep,32771336
3735,Cate Blanchett,38150464
3736,Leonardo DiCaprio,49714571
3737,Tom Hanks,9036490
3738,Leonardo DiCaprio,3179702
3739,Viola Davis,22278000
3740,Meryl Streep,21941869
3741,Leonardo DiCaprio,29564257
3742,Tom Hanks,3613137
3743,Robert De Niro,4685149
3744,Tom Hanks,45615560
3745,Meryl Streep,47701513
3746,Tom Hanks,26473260
3747,Meryl Streep,19835316
3748,Tom Hanks,28650853
3749,Robert De Niro,36632278
3750,Tom Hanks,6040658
3751,Cate Blanchett,21695375
3752,Viola Davis,21120588
3753,Cate Blanchett,2525534
3754,Robert De Niro,20136442
3755,Tom Hanks,13400117
3756,Viola Davis,7246241
3757,Meryl Streep,36229089
3758,Leonardo DiCaprio,41234846
3759,Robert De Niro,25329121
3760,Robert De Niro,7385895
3761,Tom Hanks,23399942
3762,Tom Hanks,9303176
3763,Meryl Streep,39682311
3764,Meryl Streep,40072672
3765,Robert De Niro,16537002
3766,Robert De Niro,19556600
3767,Tom Hanks,37923859
3768,Leonardo DiCaprio,6346102
3769,Viola Davis,37838504
3770,Leonardo DiCaprio,47337477
3771,Leonardo DiCaprio,20945183
3772,Leonardo DiCaprio,45150902
3773,Tom Hanks,7740126
3774,Cate Blanchett,3733842
3775,Tom Hanks,29197209
3776,Robert De Niro,45150754
3777,Tom Hanks,19055518
3778,Viola Davis,4493249
3779,Meryl Streep,5613570
3780,Robert De Niro,40480430
3781,Robert De Niro,8169152
3782,Cate Blanchett,3853794
3783,Cate Blanchett,25234903
3784,Cate Blanchett,37370616
3785,Robert De Niro,18735681
3786,Meryl Streep,40651530
3787,Leonardo DiCaprio,17614528
3788,Robert De Niro,23418577
3789,Meryl Streep,13423810
3790,Viola Davis,39185965
3791,Viola Davis,7970852
3792,Viola Davis,2130481
3793,Cate Blanchett,15657775
3794,Viola Davis,48523913
3795,Meryl Streep,12366200
3796,Viola Davis,46798318
3797,Leonardo DiCaprio,17011271
3798,Cate Blanchett,1354770
3799,Viola Davis,36096266
3800,Tom Hanks,39701061
3801,Viola Davis,13586264
3802,Cate Blanchett,37746382
3803,Meryl Streep,4984364
3804,Cate Blanchett,15160474
3805,Leonardo DiCaprio,45753712
3806,Cate Blanchett,13916563
3807,Leonardo DiCaprio,20643187
3808,Tom Hanks,10140932
3809,Cate Blanchett,40645912
3810,Cate Blanchett,39811183
3811,Tom Hanks,19076459
3812,Meryl Streep,42364886
3813,Robert De Niro,48439548
3814,Cate Blanchett,18112712
3815,Viola Davis,41618037
3816,Cate Blanchett,1097484
3817,Robert De Niro,28215661
3818,Leonardo DiCaprio,13828861
3819,Viola Davis,17974261
3820,Viola Davis,9602754
3821,Leonardo DiCaprio,13372051
3822,Viola Davis,39936839
3823,Robert De Niro,46031643
3824,Meryl Streep,9888473
3825,Viola Davis,3698192
3826,Meryl Streep,17776945
3827,Viola Davis,4124871
3828,Viola Davis,5845209
3829,Viola Davis,27489128
3830,Meryl Streep,15638837
3831,Tom Hanks,8557367
3832,Leonardo DiCaprio,1189090
3833,Viola Davis,15106616
3834,Viola Davis,8433939
3835,Viola Davis,1923412
3836,Cate Blanchett,8177538
3837,Tom Hanks,14846803
3838,Cate Blanchett,10689426
3839,Meryl Streep,49607903
3840,Viola Davis,9270775
3841,Tom Hanks,22817870
3842,Cate Blanchett,26415780
3843,Viola Davis,35820503
3844,Viola Davis,19459272
3845,Cate Blanchett,45501212
3846,Meryl Streep,43617589
3847,Meryl Streep,14876869
3848,Cate Blanchett,24701387
3849,Meryl Streep,45684906
3850,Viola Davis,17291918
3851,Cate Blanchett,33810430
3852,Tom Hanks,30356827
3853,Robert De Niro,17918900
3854,Robert De Niro,30077827
3855,Cate Blanchett,11643808
3856,Robert De Niro,4999172
3857,Viola Davis,31786031
3858,Leonardo DiCaprio,20399354
3859,Meryl Streep,28743096
3860,Robert De Niro,20274332
3861,Meryl Streep,20021750
3862,Tom Hanks,12882300
3863,Cate Blanchett,1923929
3864,Cate Blanchett,36540341
3865,Robert De Niro,40358305
3866,Cate Blanchett,24343347
3867,Tom Hanks,44234886
3868,Meryl Streep,31154903
3869,Meryl Streep,47199815
3870,Tom Hanks,32999869
3871,Cate Blanchett,19095200
3872,Meryl Streep,33235762
3873,Meryl Streep,30402358
3874,Meryl Streep,2150633
3875,Meryl Streep,44300005
